"","created_at","id","id_str","text","full_text","truncated","entities","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","favorited_by","retweeted","scopes","lang","possibly_sensitive","display_text_width","display_text_range","retweeted_status","quoted_status","quoted_status_id","quoted_status_id_str","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","metadata","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
"1","1677616899","1630669583488016384","1630669583488016385","Quello che unisce oggi questi due Paesi potrà in futuro unire Sicilia e Calabria, Italia ed Europa. Si parte, promesso. (2/2)","Quello che unisce oggi questi due Paesi potrà in futuro unire Sicilia e Calabria, Italia ed Europa. Si parte, promesso. (2/2)","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1630669533575823360","1630669533575823371","270839361","270839361","matteosalvinimi","list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","15","111","FALSE","NA","FALSE","NA","it","NA","NA","125","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2","1677616887","1630669533575823360","1630669533575823371","Questo pomeriggio sul Ponte di Öresund, infrastruttura che unisce Svezia e Danimarca, progettato e costruito nel giro di una decina d'anni che ora permette a svedesi e danesi di viaggiare meglio e spendere meno ed inquinare di meno. (1/2) https://t.co/1zrilJZ4Gn","Questo pomeriggio sul Ponte di Öresund, infrastruttura che unisce Svezia e Danimarca, progettato e costruito nel giro di una decina d'anni che ora permette a svedesi e danesi di viaggiare meglio e spendere meno ed inquinare di meno. (1/2) https://t.co/1zrilJZ4Gn","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630669337928298496, id_str = ""1630669337928298497"", indices = list(list(start = 239, end = 262)), media_url = ""http://pbs.twimg.com/amplify_video_thumb/1630669337928298497/img/LEpAzsWAniInORsY.jpg"", 
    media_url_https = ""https://pbs.twimg.com/amplify_video_thumb/1630669337928298497/img/LEpAzsWAniInORsY.jpg"", url = ""https://t.co/1zrilJZ4Gn"", display_url = ""pic.twitter.com/1zrilJZ4Gn"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630669533575823371/video/1"", type = ""photo"", sizes = list(list(w = c(720, 383, 150, 675), h = c(1280, 680, 150, 1200), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","67","517","FALSE","NA","FALSE","NA","it","FALSE","NA","238","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"3","1677616786","1630669108046856192","1630669108046856192","Sì alla sostenibilità ambientale ma con buonsenso, evitando di regalare alla Cina intere industrie e centinaia di migliaia di posti di lavoro.
(2/2)","Sì alla sostenibilità ambientale ma con buonsenso, evitando di regalare alla Cina intere industrie e centinaia di migliaia di posti di lavoro.
(2/2)","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1630669105299611648","1630669105299611650","270839361","270839361","matteosalvinimi","list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","13","87","FALSE","NA","FALSE","NA","it","NA","NA","148","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4","1677616785","1630669105299611648","1630669105299611650","Anche grazie alle 100mila persone che in pochi giorni hanno firmato online e nei gazebo l’iniziativa della Lega, domani a Bruxelles l’Italia ribadirà il proprio NO al divieto per le auto benzina e diesel dal 2035.
(1/2) https://t.co/ODrlfwlkgo","Anche grazie alle 100mila persone che in pochi giorni hanno firmato online e nei gazebo l’iniziativa della Lega, domani a Bruxelles l’Italia ribadirà il proprio NO al divieto per le auto benzina e diesel dal 2035.
(1/2) https://t.co/ODrlfwlkgo","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630669098504839168, id_str = ""1630669098504839169"", indices = list(list(start = 220, end = 243)), media_url = ""http://pbs.twimg.com/media/FqFM58qWYAE0Gr2.png"", media_url_https = ""https://pbs.twimg.com/media/FqFM58qWYAE0Gr2.png"", 
    url = ""https://t.co/ODrlfwlkgo"", display_url = ""pic.twitter.com/ODrlfwlkgo"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630669105299611650/photo/1"", type = ""photo"", sizes = list(list(w = c(799, 680, 150, 799), h = c(799, 680, 150, 799), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","64","335","FALSE","NA","FALSE","NA","it","FALSE","NA","219","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"5","1677596010","1630581968197787648","1630581968197787649","l’Italia sta facendo la sua parte con spese e investimenti ma bisogna tutelare il lavoro di centinaia di migliaia di lavoratori.
No a multe e divieti che non favoriscono l’ambiente e arrichiscono la Cina. (2/2)","l’Italia sta facendo la sua parte con spese e investimenti ma bisogna tutelare il lavoro di centinaia di migliaia di lavoratori.
No a multe e divieti che non favoriscono l’ambiente e arrichiscono la Cina. (2/2)","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1630581925092941824","1630581925092941829","270839361","270839361","matteosalvinimi","list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","17","98","FALSE","NA","FALSE","NA","it","NA","NA","210","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"6","1677596000","1630581925092941824","1630581925092941829","Qui a Stoccolma con gli altri ministri europei ho portato forte la voce di lavoratori e imprenditori italiani per ribadire che la strada verso la sostenibilità ambientale va accompagnata con buonsenso: 
(1/2) https://t.co/4CnTefCNjl","Qui a Stoccolma con gli altri ministri europei ho portato forte la voce di lavoratori e imprenditori italiani per ribadire che la strada verso la sostenibilità ambientale va accompagnata con buonsenso: 
(1/2) https://t.co/4CnTefCNjl","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630581725335023616, id_str = ""1630581725335023622"", indices = list(list(start = 209, end = 232)), media_url = ""http://pbs.twimg.com/amplify_video_thumb/1630581725335023622/img/XQywsP3s2VhDDtIU.jpg"", 
    media_url_https = ""https://pbs.twimg.com/amplify_video_thumb/1630581725335023622/img/XQywsP3s2VhDDtIU.jpg"", url = ""https://t.co/4CnTefCNjl"", display_url = ""pic.twitter.com/4CnTefCNjl"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630581925092941829/video/1"", type = ""photo"", sizes = list(list(w = c(848, 680, 150, 848), h = c(464, 372, 150, 464), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","42","253","FALSE","NA","FALSE","NA","it","FALSE","NA","208","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7","1677584266","1630532708945260544","1630532708945260547","...Nord a Sud e la tutela del settore automobilistico, ribadendo la necessità di proteggere la sostenibilità economica e sociale oltre alla sostenibilità ambientale, salvando lavoro e aziende.
Vi tengo aggiornati. (2/2) https://t.co/e0N1osBtEP","...Nord a Sud e la tutela del settore automobilistico, ribadendo la necessità di proteggere la sostenibilità economica e sociale oltre alla sostenibilità ambientale, salvando lavoro e aziende.
Vi tengo aggiornati. (2/2) https://t.co/e0N1osBtEP","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630532621296971776, id_str = ""1630532621296971777"", indices = list(list(start = 220, end = 243)), media_url = ""http://pbs.twimg.com/media/FqDQx7cXsAEzm9R.jpg"", media_url_https = ""https://pbs.twimg.com/media/FqDQx7cXsAEzm9R.jpg"", 
    url = ""https://t.co/e0N1osBtEP"", display_url = ""pic.twitter.com/e0N1osBtEP"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630532708945260547/photo/1"", type = ""photo"", sizes = list(list(w = c(1440, 680, 150, 1200), h = c(1084, 512, 150, 903), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1630532706458128384","1630532706458128385","270839361","270839361","matteosalvinimi","list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","17","122","FALSE","NA","FALSE","NA","it","FALSE","NA","219","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8","1677584265","1630532706458128384","1630532706458128385","Qui Stoccolma, in corso i lavori del Consiglio informale dei ministri dei trasporti UE.
Tra le priorità che abbiamo portato al tavolo, la questione Brennero con gli inaccettabili divieti austriaci, il Ponte sullo Stretto che completerà il corridoio europeo da... (1/2) https://t.co/3dWibyhcaX","Qui Stoccolma, in corso i lavori del Consiglio informale dei ministri dei trasporti UE.
Tra le priorità che abbiamo portato al tavolo, la questione Brennero con gli inaccettabili divieti austriaci, il Ponte sullo Stretto che completerà il corridoio europeo da... (1/2) https://t.co/3dWibyhcaX","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630532501218246656, id_str = ""1630532501218246656"", indices = list(list(start = 269, end = 292)), media_url = ""http://pbs.twimg.com/media/FqDQq8HXwAAqRKA.jpg"", media_url_https = ""https://pbs.twimg.com/media/FqDQq8HXwAAqRKA.jpg"", 
    url = ""https://t.co/3dWibyhcaX"", display_url = ""pic.twitter.com/3dWibyhcaX"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630532706458128385/photo/1"", type = ""photo"", sizes = list(list(w = c(1440, 680, 150, 1200), h = c(1085, 512, 150, 904), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","34","224","FALSE","NA","FALSE","NA","it","FALSE","NA","268","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"9","1677577235","1630503221130059776","1630503221130059782","Non c’è amore più grande di quello di un genitore❤️ https://t.co/4VxCxMk0ob","Non c’è amore più grande di quello di un genitore❤️ https://t.co/4VxCxMk0ob","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1630503217095225344, id_str = ""1630503217095225344"", indices = list(list(start = 52, end = 75)), media_url = ""http://pbs.twimg.com/media/FqC2CYQXsAAokiL.jpg"", media_url_https = ""https://pbs.twimg.com/media/FqC2CYQXsAAokiL.jpg"", 
    url = ""https://t.co/4VxCxMk0ob"", display_url = ""pic.twitter.com/4VxCxMk0ob"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1630503221130059782/photo/1"", type = ""photo"", sizes = list(list(w = c(720, 680, 150, 720), h = c(720, 680, 150, 720), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","85","944","FALSE","NA","FALSE","NA","it","FALSE","NA","51","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10","1677575718","1630496855426514944","1630496855426514948","Solidarietà a donne e uomini della @guardiacostiera, che fanno sforzi immani per salvare vite e contrastare i trafficanti di esseri umani: chi osa metterne in dubbio l’impegno, lo sforzo e la straordinaria professionalità ne risponderà nelle sedi opportune.","Solidarietà a donne e uomini della @guardiacostiera, che fanno sforzi immani per salvare vite e contrastare i trafficanti di esseri umani: chi osa metterne in dubbio l’impegno, lo sforzo e la straordinaria professionalità ne risponderà nelle sedi opportune.","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = ""guardiacostiera"", name = ""Guardia Costiera"", id = 142968828, id_str = ""142968828"", indices = list(start = 35, end = 51)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, 
    sizes = list(NA), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","43","402","FALSE","NA","FALSE","NA","it","NA","NA","257","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
